Arabic Conjugation,Baab Name,Arabic Root,Urdu Translation,Meaning,Fael Text,Number,Gender,Person
تَبْعَثَانِ,فتح,بعث,وہ (دو عورتیں) بھیجتی ہیں,بھیجنا,مضارع معروف,تثنیہ,مونث,غائب
یَبْعَثْنَ,فتح,بعث,وہ (سب عورتیں) بھیجتی ہیں,بھیجنا,مضارع معروف,جمع,مونث,غائب
تَبْعَثُ,فتح,بعث,آپ (ایک مرد) بھیجتے ہو,بھیجنا,مضارع معروف,واحد,مذکر,حاضر
تَبْعَثَانِ,فتح,بعث,آپ (دو مرد) بھیجتے ہو,بھیجنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَبْعَثُوْنَ,فتح,بعث,آپ (سب مرد) بھیجتے ہو,بھیجنا,مضارع معروف,جمع,مذکر,حاضر
تَبْعَثِیْنَ,فتح,بعث,آپ (ایک عورت) بھیجتی ہو,بھیجنا,مضارع معروف,واحد,مونث,حاضر
تَبْعَثَانِ,فتح,بعث,آپ (دو عورتیں) بھیجتی ہیں,بھیجنا,مضارع معروف,تثنیہ,مونث,حاضر
تَبْعَثْنَ,فتح,بعث,آپ (سب عورتیں) بھیجتی ہیں,بھیجنا,مضارع معروف,جمع,مونث,حاضر
اَبْعَثُ,فتح,بعث,میں (ایک مرد) بھیجتا ہوں,بھیجنا,مضارع معروف,واحد,مذکر,متکلم
نَبْعَثُ,فتح,بعث,ہم (دو مرد) بھیجتے ہیں,بھیجنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَبْعَثُ,فتح,بعث,ہم (سب مرد) بھیجتے ہیں,بھیجنا,مضارع معروف,جمع,مذکر,متکلم
اَبْعَثُ,فتح,بعث,میں (ایک عورت) بھیجتی ہوں,بھیجنا,مضارع معروف,واحد,مونث,متکلم
نَبْعَثُ,فتح,بعث,ہم (دو عورتیں) بھیجتی ہیں,بھیجنا,مضارع معروف,تثنیہ,مونث,متکلم
نَبْعَثُ,فتح,بعث,ہم (سب عورتیں) بھیجتی ہیں,بھیجنا,مضارع معروف,جمع,مونث,متکلم
لَا یَبْعَثُ,فتح,بعث,وہ (ایک مرد)  نہیں بھیجتا ہے,بھیجنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَبْعَثَانِ,فتح,بعث,وہ (دو مرد)  نہیں بھیجتے ہیں,بھیجنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَبْعَثُوْنَ,فتح,بعث,وہ (سب مرد)  نہیں بھیجتے ہیں,بھیجنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَبْعَثُ,فتح,بعث,وہ (ایک عورت)  نہیں بھیجتی ہے,بھیجنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَبْعَثَانِ,فتح,بعث,وہ (دو عورتیں)  نہیں بھیجتی ہیں,بھیجنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَبْعَثْنَ,فتح,بعث,وہ (سب عورتیں)  نہیں بھیجتی ہیں,بھیجنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَبْعَثُ,فتح,بعث,آپ (ایک مرد)  نہیں بھیجتے ہو,بھیجنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَبْعَثَانِ,فتح,بعث,آپ (دو مرد)  نہیں بھیجتے ہو,بھیجنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَبْعَثُوْنَ,فتح,بعث,آپ (سب مرد)  نہیں بھیجتے ہو,بھیجنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَبْعَثِیْنَ,فتح,بعث,آپ (ایک عورت)  نہیں بھیجتی ہو,بھیجنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَبْعَثَانِ,فتح,بعث,آپ (دو عورتیں)  نہیں بھیجتی ہیں,بھیجنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَبْعَثْنَ,فتح,بعث,آپ (سب عورتیں)  نہیں بھیجتی ہیں,بھیجنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَبْعَثُ,فتح,بعث,میں (ایک مرد)  نہیں بھیجتا ہوں,بھیجنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَبْعَثُ,فتح,بعث,ہم (دو مرد)  نہیں بھیجتے ہیں,بھیجنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَبْعَثُ,فتح,بعث,ہم (سب مرد)  نہیں بھیجتے ہیں,بھیجنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَبْعَثُ,فتح,بعث,میں (ایک عورت)  نہیں بھیجتی ہوں,بھیجنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَبْعَثُ,فتح,بعث,ہم (دو عورتیں)  نہیں بھیجتی ہیں,بھیجنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَبْعَثُ,فتح,بعث,ہم (سب عورتیں)  نہیں بھیجتی ہیں,بھیجنا,مضارع معروف نفی,جمع,مونث,متکلم
عَلِمَ,سمع,علم,اس (ایک مرد) نے  جانا,جاننا,ماضی معروف,واحد,مذکر,غائب
عَلِمَا,سمع,علم,ان (دو مردوں) نے  جانا,جاننا,ماضی معروف,تثنیہ,مذکر,غائب
عَلِمُوْا,سمع,علم,ان (سب مردوں) نے  جانا,جاننا,ماضی معروف,جمع,مذکر,غائب
عَلِمَتْ,سمع,علم,اس (ایک عورت) نے  جانا,جاننا,ماضی معروف,واحد,مونث,غائب
عَلِمَتَا,سمع,علم,ان (دو عورتوں) نے  جانا,جاننا,ماضی معروف,تثنیہ,مونث,غائب
عَلِمْنَ,سمع,علم,ان (سب عورتوں) نے  جانا,جاننا,ماضی معروف,جمع,مونث,غائب
عَلِمْتَ,سمع,علم,آپ ایک مرد نے  جانا,جاننا,ماضی معروف,واحد,مذکر,حاضر
عَلِمْتُمَا,سمع,علم,آپ دو مردوں نے  جانا,جاننا,ماضی معروف,تثنیہ,مذکر,حاضر
عَلِمْتُمْ,سمع,علم,آپ سب مردوں نے  جانا,جاننا,ماضی معروف,جمع,مذکر,حاضر
عَلِمْتِ,سمع,علم,آپ (ایک عورت) نے  جانا,جاننا,ماضی معروف,واحد,مونث,حاضر
عَلِمْتُمَا,سمع,علم,آپ (دو عورتوں) نے  جانا,جاننا,ماضی معروف,تثنیہ,مونث,حاضر
عَلِمْتُنَّ,سمع,علم,آپ (سب عورتوں) نے  جانا,جاننا,ماضی معروف,جمع,مونث,حاضر
عَلِمْتُ,سمع,علم,میں (ایک مرد) نے  جانا,جاننا,ماضی معروف,واحد,مذکر,متکلم
عَلِمْنَا,سمع,علم,ہم (دو مردوں) نے  جانا,جاننا,ماضی معروف,تثنیہ,مذکر,متکلم
عَلِمْنَا,سمع,علم,ہم (سب مردوں) نے  جانا,جاننا,ماضی معروف,جمع,مذکر,متکلم
عَلِمْتُ,سمع,علم,میں (ایک عورت) نے  جانا,جاننا,ماضی معروف,واحد,مونث,متکلم
عَلِمْنَا,سمع,علم,ہم (دو عورتوں) نے  جانا,جاننا,ماضی معروف,تثنیہ,مونث,متکلم
عَلِمْنَا,سمع,علم,ہم (سب عورتوں) نے  جانا,جاننا,ماضی معروف,جمع,مونث,متکلم
مَا عَلِمَ,سمع,علم,اس (ایک مرد) نے  نہیں  جانا,جاننا,ماضی معروف نفی,واحد,مذکر,غائب
مَا عَلِمَا,سمع,علم,ان (دو مردوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا عَلِمُوْا,سمع,علم,ان (سب مردوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,جمع,مذکر,غائب
مَا عَلِمَتْ,سمع,علم,اس (ایک عورت) نے  نہیں  جانا,جاننا,ماضی معروف نفی,واحد,مونث,غائب
مَا عَلِمَتَا,سمع,علم,ان (دو عورتوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا عَلِمْنَ,سمع,علم,ان (سب عورتوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,جمع,مونث,غائب
مَا عَلِمْتَ,سمع,علم,آپ ایک مرد نے  نہیں  جانا,جاننا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا عَلِمْتُمَا,سمع,علم,آپ دو مردوں نے  نہیں  جانا,جاننا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا عَلِمْتُمْ,سمع,علم,آپ سب مردوں نے  نہیں  جانا,جاننا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا عَلِمْتِ,سمع,علم,آپ (ایک عورت) نے  نہیں  جانا,جاننا,ماضی معروف نفی,واحد,مونث,حاضر
مَا عَلِمْتُمَا,سمع,علم,آپ (دو عورتوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا عَلِمْتُنَّ,سمع,علم,آپ (سب عورتوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,جمع,مونث,حاضر
مَا عَلِمْتُ,سمع,علم,میں (ایک مرد) نے  نہیں  جانا,جاننا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا عَلِمْنَا,سمع,علم,ہم (دو مردوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا عَلِمْنَا,سمع,علم,ہم (سب مردوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا عَلِمْتُ,سمع,علم,میں (ایک عورت) نے  نہیں  جانا,جاننا,ماضی معروف نفی,واحد,مونث,متکلم
مَا عَلِمْنَا,سمع,علم,ہم (دو عورتوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا عَلِمْنَا,سمع,علم,ہم (سب عورتوں) نے  نہیں  جانا,جاننا,ماضی معروف نفی,جمع,مونث,متکلم
یَعْلَمُ,سمع,علم,وہ (ایک مرد) جانتا ہے,جاننا,مضارع معروف,واحد,مذکر,غائب
یَعْلَمَانِ,سمع,علم,وہ (دو مرد) جانتے ہیں,جاننا,مضارع معروف,تثنیہ,مذکر,غائب
یَعْلَمُوْنَ,سمع,علم,وہ (سب مرد) جانتے ہیں,جاننا,مضارع معروف,جمع,مذکر,غائب
تَعْلَمُ,سمع,علم,وہ (ایک عورت) جانتی ہے,جاننا,مضارع معروف,واحد,مونث,غائب
تَعْلَمَانِ,سمع,علم,وہ (دو عورتیں) جانتی ہیں,جاننا,مضارع معروف,تثنیہ,مونث,غائب
یَعْلَمْنَ,سمع,علم,وہ (سب عورتیں) جانتی ہیں,جاننا,مضارع معروف,جمع,مونث,غائب
تَعْلَمُ,سمع,علم,آپ (ایک مرد) جانتے ہو,جاننا,مضارع معروف,واحد,مذکر,حاضر
تَعْلَمَانِ,سمع,علم,آپ (دو مرد) جانتے ہو,جاننا,مضارع معروف,تثنیہ,مذکر,حاضر
تَعْلَمُوْنَ,سمع,علم,آپ (سب مرد) جانتے ہو,جاننا,مضارع معروف,جمع,مذکر,حاضر
تَعْلَمِیْنَ,سمع,علم,آپ (ایک عورت) جانتی ہو,جاننا,مضارع معروف,واحد,مونث,حاضر
تَعْلَمَانِ,سمع,علم,آپ (دو عورتیں) جانتی ہیں,جاننا,مضارع معروف,تثنیہ,مونث,حاضر
تَعْلَمْنَ,سمع,علم,آپ (سب عورتیں) جانتی ہیں,جاننا,مضارع معروف,جمع,مونث,حاضر
اَعْلَمُ,سمع,علم,میں (ایک مرد) جانتا ہوں,جاننا,مضارع معروف,واحد,مذکر,متکلم
نَعْلَمُ,سمع,علم,ہم (دو مرد) جانتے ہیں,جاننا,مضارع معروف,تثنیہ,مذکر,متکلم
نَعْلَمُ,سمع,علم,ہم (سب مرد) جانتے ہیں,جاننا,مضارع معروف,جمع,مذکر,متکلم
اَعْلَمُ,سمع,علم,میں (ایک عورت) جانتی ہوں,جاننا,مضارع معروف,واحد,مونث,متکلم
نَعْلَمُ,سمع,علم,ہم (دو عورتیں) جانتی ہیں,جاننا,مضارع معروف,تثنیہ,مونث,متکلم
نَعْلَمُ,سمع,علم,ہم (سب عورتیں) جانتی ہیں,جاننا,مضارع معروف,جمع,مونث,متکلم
لَا یَعْلَمُ,سمع,علم,وہ (ایک مرد)  نہیں جانتا ہے,جاننا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَعْلَمَانِ,سمع,علم,وہ (دو مرد)  نہیں جانتے ہیں,جاننا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَعْلَمُوْنَ,سمع,علم,وہ (سب مرد)  نہیں جانتے ہیں,جاننا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَعْلَمُ,سمع,علم,وہ (ایک عورت)  نہیں جانتی ہے,جاننا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَعْلَمَانِ,سمع,علم,وہ (دو عورتیں)  نہیں جانتی ہیں,جاننا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَعْلَمْنَ,سمع,علم,وہ (سب عورتیں)  نہیں جانتی ہیں,جاننا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَعْلَمُ,سمع,علم,آپ (ایک مرد)  نہیں جانتے ہو,جاننا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَعْلَمَانِ,سمع,علم,آپ (دو مرد)  نہیں جانتے ہو,جاننا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَعْلَمُوْنَ,سمع,علم,آپ (سب مرد)  نہیں جانتے ہو,جاننا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَعْلَمِیْنَ,سمع,علم,آپ (ایک عورت)  نہیں جانتی ہو,جاننا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَعْلَمَانِ,سمع,علم,آپ (دو عورتیں)  نہیں جانتی ہیں,جاننا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَعْلَمْنَ,سمع,علم,آپ (سب عورتیں)  نہیں جانتی ہیں,جاننا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَعْلَمُ,سمع,علم,میں (ایک مرد)  نہیں جانتا ہوں,جاننا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَعْلَمُ,سمع,علم,ہم (دو مرد)  نہیں جانتے ہیں,جاننا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَعْلَمُ,سمع,علم,ہم (سب مرد)  نہیں جانتے ہیں,جاننا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَعْلَمُ,سمع,علم,میں (ایک عورت)  نہیں جانتی ہوں,جاننا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَعْلَمُ,سمع,علم,ہم (دو عورتیں)  نہیں جانتی ہیں,جاننا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَعْلَمُ,سمع,علم,ہم (سب عورتیں)  نہیں جانتی ہیں,جاننا,مضارع معروف نفی,جمع,مونث,متکلم
فَہِمَ,سمع,فہم,اس (ایک مرد) نے  سمجھا,سمجھنا,ماضی معروف,واحد,مذکر,غائب
فَہِمَا,سمع,فہم,ان (دو مردوں) نے  سمجھا,سمجھنا,ماضی معروف,تثنیہ,مذکر,غائب
فَہِمُوْا,سمع,فہم,ان (سب مردوں) نے  سمجھا,سمجھنا,ماضی معروف,جمع,مذکر,غائب
فَہِمَتْ,سمع,فہم,اس (ایک عورت) نے  سمجھا,سمجھنا,ماضی معروف,واحد,مونث,غائب
فَہِمَتَا,سمع,فہم,ان (دو عورتوں) نے  سمجھا,سمجھنا,ماضی معروف,تثنیہ,مونث,غائب
فَہِمْنَ,سمع,فہم,ان (سب عورتوں) نے  سمجھا,سمجھنا,ماضی معروف,جمع,مونث,غائب
فَہِمْتَ,سمع,فہم,آپ ایک مرد نے  سمجھا,سمجھنا,ماضی معروف,واحد,مذکر,حاضر
فَہِمْتُمَا,سمع,فہم,آپ دو مردوں نے  سمجھا,سمجھنا,ماضی معروف,تثنیہ,مذکر,حاضر
فَہِمْتُمْ,سمع,فہم,آپ سب مردوں نے  سمجھا,سمجھنا,ماضی معروف,جمع,مذکر,حاضر
فَہِمْتِ,سمع,فہم,آپ (ایک عورت) نے  سمجھا,سمجھنا,ماضی معروف,واحد,مونث,حاضر
فَہِمْتُمَا,سمع,فہم,آپ (دو عورتوں) نے  سمجھا,سمجھنا,ماضی معروف,تثنیہ,مونث,حاضر
فَہِمْتُنَّ,سمع,فہم,آپ (سب عورتوں) نے  سمجھا,سمجھنا,ماضی معروف,جمع,مونث,حاضر
